"Project_name","SiteID","sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05072019-W","NITROGEN, NITRATE (AS N)",2019-05-07 12:00:00,"14797-55-8","T",0.1,"mg/l",NA,"mg/l",0.01,"","R","Result should be less than the total"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05072019-W","NITROGEN, NITRITE",2019-05-07 12:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05072019-W","Orthophosphate as Phosphorus, Dissolved",2019-05-07 12:00:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05072019-W","PHOSPHORUS, TOTAL (AS P)",2019-05-07 12:00:00,"7723-14-0","T",0.0072,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05142019-W","Chlorophyll A",2019-05-14 11:00:00,"479-61-8","T",0.406,"ug/l",NA,"mg/l",0.037,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05142019-W","Nitrate+Nitrite as Nitrogen",2019-05-14 11:00:00,"NO3NO2N","T",0.0964,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05142019-W","Nitrogen",2019-05-14 11:00:00,"KN","T",NA,"mg/l",NA,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05142019-W","Nitrogen, ammonia (As N)",2019-05-14 11:00:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Accuracy error"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05142019-W","NITROGEN, KJELDAHL, TOTAL",2019-05-14 11:00:00,"KN","T",0.21,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05142019-W","NITROGEN, NITRATE (AS N)",2019-05-14 11:00:00,"14797-55-8","T",0.096,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05142019-W","NITROGEN, NITRITE",2019-05-14 11:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","R","Analyte was analyzed for but not detected ; Accuracy error"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05142019-W","Orthophosphate as Phosphorus, Dissolved",2019-05-14 11:00:00,"PDORTHO","D",0.0094,"mg/l",0.0049,"mg/l",0.005,"","R","Result should be less than the total"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05142019-W","PHOSPHORUS, TOTAL (AS P)",2019-05-14 11:00:00,"7723-14-0","T",0.0064,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05212019-W","Chlorophyll A",2019-05-21 09:00:00,"479-61-8","T",0.61,"ug/l",NA,"ug/l",0.055,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05212019-W","Nitrate+Nitrite as Nitrogen",2019-05-21 09:00:00,"NO3NO2N","T",0.0732,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05212019-W","Nitrogen",2019-05-21 09:00:00,"7727-37-9","T",NA,"mg/l",NA,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05212019-W","Nitrogen, ammonia (As N)",2019-05-21 09:00:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Accuracy error"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05212019-W","NITROGEN, KJELDAHL, TOTAL",2019-05-21 09:00:00,"KN","T",0.31,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05212019-W","NITROGEN, NITRATE (AS N)",2019-05-21 09:00:00,"14797-55-8","T",0.073,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05212019-W","NITROGEN, NITRITE",2019-05-21 09:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05212019-W","Orthophosphate as Phosphorus, Dissolved",2019-05-21 09:00:00,"PDORTHO","D",0.0282,"mg/l",0.0049,"mg/l",0.005,"","R","Result should be less than the total"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-05212019-W","PHOSPHORUS, TOTAL (AS P)",2019-05-21 09:00:00,"7723-14-0","T",0.0076,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-06052019-W","Chlorophyll A",2019-06-05 10:30:00,"479-61-8","T",1.08,"ug/l",NA,"ug/l",0.043,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-06052019-W","Nitrate+Nitrite as Nitrogen",2019-06-05 10:30:00,"NO3NO2N","T",0.0495,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-06052019-W","Nitrogen",2019-06-05 10:30:00,"KN","T",NA,"mg/l",NA,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-06052019-W","Nitrogen, ammonia (As N)",2019-06-05 10:30:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Accuracy error"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-06052019-W","NITROGEN, KJELDAHL, TOTAL",2019-06-05 10:30:00,"KN","T",0.17,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-06052019-W","NITROGEN, NITRATE (AS N)",2019-06-05 10:30:00,"14797-55-8","T",0.049,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-06052019-W","NITROGEN, NITRITE",2019-06-05 10:30:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-06052019-W","Orthophosphate as Phosphorus, Dissolved",2019-06-05 10:30:00,"PDORTHO","D",0.0051,"mg/l",0.0049,"mg/l",0.005,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-06052019-W","PHOSPHORUS, TOTAL (AS P)",2019-06-05 10:30:00,"7723-14-0","T",0.007,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-06182019-W","Chlorophyll A",2019-06-18 08:30:00,"479-61-8","T",0.978,"ug/l",NA,"ug/l",0.047,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-06182019-W","Nitrate+Nitrite as Nitrogen",2019-06-18 08:30:00,"NO3NO2N","T",0.0386,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-06182019-W","Nitrogen",2019-06-18 08:30:00,"KN","T",NA,"mg/l",NA,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-06182019-W","Nitrogen, ammonia (As N)",2019-06-18 08:30:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-06182019-W","NITROGEN, KJELDAHL, TOTAL",2019-06-18 08:30:00,"KN","T",0.22,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-06182019-W","NITROGEN, NITRATE (AS N)",2019-06-18 08:30:00,"14797-55-8","T",0.039,"mg/l",NA,"mg/l",0.01,"","R","Result should be less than the total"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-06182019-W","NITROGEN, NITRITE",2019-06-18 08:30:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-06182019-W","Orthophosphate as Phosphorus, Dissolved",2019-06-18 08:30:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-06182019-W","PHOSPHORUS, TOTAL (AS P)",2019-06-18 08:30:00,"7723-14-0","T",0.0063,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07022019-W","Chlorophyll A",2019-07-02 11:00:00,"479-61-8","T",0.77,"ug/l",NA,"ug/l",0.083,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07022019-W","Nitrate+Nitrite as Nitrogen",2019-07-02 11:00:00,"NO3NO2N","T",0.102,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07022019-W","Nitrogen",2019-07-02 11:00:00,"KN","T",NA,"mg/l",NA,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07022019-W","Nitrogen, ammonia (As N)",2019-07-02 11:00:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Precision error"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07022019-W","NITROGEN, KJELDAHL, TOTAL",2019-07-02 11:00:00,"KN","T",0.26,"mg/l",0.1,"mg/l",0.1,"","R","Equipment Blank error"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07022019-W","NITROGEN, NITRATE (AS N)",2019-07-02 11:00:00,"14797-55-8","T",0.102,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07022019-W","NITROGEN, NITRITE",2019-07-02 11:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07022019-W","Orthophosphate as Phosphorus, Dissolved",2019-07-02 11:00:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07022019-W","PHOSPHORUS, TOTAL (AS P)",2019-07-02 11:00:00,"7723-14-0","T",0.0122,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07172019-W","Chlorophyll A",2019-07-17 11:00:00,"479-61-8","T",0.781,"ug/l",NA,"ug/l",0.077,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07172019-W","Nitrate+Nitrite as Nitrogen",2019-07-17 11:00:00,"NO3NO2N","T",0.106,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07172019-W","Nitrogen",2019-07-17 11:00:00,"KN","T",0.11,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07172019-W","Nitrogen, ammonia (As N)",2019-07-17 11:00:00,"7664-41-7","T",0.0131,"mg/l",0.0036,"mg/l",0.005,"","R","Accuracy error"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07172019-W","NITROGEN, KJELDAHL, TOTAL",2019-07-17 11:00:00,"KN","T",0.26,"mg/l",0.1,"mg/l",0.1,"","R","Result should be less than the total"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07172019-W","NITROGEN, NITRATE (AS N)",2019-07-17 11:00:00,"14797-55-8","T",0.106,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07172019-W","NITROGEN, NITRITE",2019-07-17 11:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07172019-W","Orthophosphate as Phosphorus, Dissolved",2019-07-17 11:00:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07172019-W","PHOSPHORUS, TOTAL (AS P)",2019-07-17 11:00:00,"7723-14-0","T",0.0122,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07302019-W","Chlorophyll A",2019-07-30 09:00:00,"479-61-8","T",0.585,"ug/l",NA,"ug/l",0.038,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07302019-W","Nitrate+Nitrite as Nitrogen",2019-07-30 09:00:00,"NO3NO2N","T",0.0958,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07302019-W","Nitrogen",2019-07-30 09:00:00,"KN","T",NA,"mg/l",NA,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07302019-W","Nitrogen, ammonia (As N)",2019-07-30 09:00:00,"7664-41-7","T",0.023,"mg/l",0.003,"mg/l",0.01,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07302019-W","NITROGEN, KJELDAHL, TOTAL",2019-07-30 09:00:00,"KN","T",0.26,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07302019-W","NITROGEN, NITRATE (AS N)",2019-07-30 09:00:00,"14797-55-8","T",0.096,"mg/l",NA,"mg/l",0.01,"","R","Result should be less than the total"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07302019-W","NITROGEN, NITRITE",2019-07-30 09:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07302019-W","Orthophosphate as Phosphorus, Dissolved",2019-07-30 09:00:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-07302019-W","PHOSPHORUS, TOTAL (AS P)",2019-07-30 09:00:00,"7723-14-0","T",0.0101,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-08122019-W","Chlorophyll A",2019-08-12 11:00:00,"479-61-8","T",0.591,"ug/l",NA,"ug/l",0.038,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-08122019-W","Nitrate+Nitrite as Nitrogen",2019-08-12 11:00:00,"NO3NO2N","T",0.061,"mg/l",0.0015,"mg/l",0.002,"","R","Accuracy error"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-08122019-W","Nitrogen",2019-08-12 11:00:00,"7727-37-9","T",NA,"mg/l",NA,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-08122019-W","Nitrogen, ammonia (As N)",2019-08-12 11:00:00,"7664-41-7","T",0.019,"mg/l",0.003,"mg/l",0.01,"","R","Accuracy error ; Precision error"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-08122019-W","NITROGEN, KJELDAHL, TOTAL",2019-08-12 11:00:00,"KN","T",0.57,"mg/l",0.1,"mg/l",0.1,"","R","Accuracy error"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-08122019-W","NITROGEN, NITRATE (AS N)",2019-08-12 11:00:00,"14797-55-8","T",0.061,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-08122019-W","NITROGEN, NITRITE",2019-08-12 11:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","R","Analyte was analyzed for but not detected ; Accuracy error"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-08122019-W","Orthophosphate as Phosphorus, Dissolved",2019-08-12 11:00:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Accuracy error"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-08122019-W","PHOSPHORUS, TOTAL (AS P)",2019-08-12 11:00:00,"7723-14-0","T",0.0102,"mg/l",0.0036,"mg/l",0.005,"","R","Accuracy error"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-08262019-W","Chlorophyll A",2019-08-26 09:30:00,"479-61-8","T",0.282,"ug/l",NA,"ug/l",0.038,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-08262019-W","Nitrate+Nitrite as Nitrogen",2019-08-26 09:30:00,"NO3NO2N","T",0.058,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-08262019-W","Nitrogen",2019-08-26 09:30:00,"7727-37-9","T",NA,"mg/l",NA,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-08262019-W","Nitrogen, ammonia (As N)",2019-08-26 09:30:00,"7664-41-7","T",0.028,"mg/l",0.003,"mg/l",0.01,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-08262019-W","NITROGEN, KJELDAHL, TOTAL",2019-08-26 09:30:00,"KN","T",0.15,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-08262019-W","NITROGEN, NITRATE (AS N)",2019-08-26 09:30:00,"14797-55-8","T",0.058,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-08262019-W","NITROGEN, NITRITE",2019-08-26 09:30:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-08262019-W","Orthophosphate as Phosphorus, Dissolved",2019-08-26 09:30:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-08262019-W","PHOSPHORUS, TOTAL (AS P)",2019-08-26 09:30:00,"7723-14-0","T",0.0085,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-09092019-W","Chlorophyll A",2019-09-09 09:00:00,"479-61-8","T",0.458,"ug/l",NA,"ug/l",0.038,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-09092019-W","Nitrate+Nitrite as Nitrogen",2019-09-09 09:00:00,"NO3NO2N","T",0.0513,"mg/l",0.0015,"mg/l",0.002,"","R","Accuracy error"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-09092019-W","Nitrogen",2019-09-09 09:00:00,"7727-37-9","T",NA,"mg/l",NA,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-09092019-W","Nitrogen, ammonia (As N)",2019-09-09 09:00:00,"7664-41-7","T",0.03,"mg/l",0.003,"mg/l",0.01,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-09092019-W","NITROGEN, KJELDAHL, TOTAL",2019-09-09 09:00:00,"KN","T",0.18,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-09092019-W","NITROGEN, NITRATE (AS N)",2019-09-09 09:00:00,"14797-55-8","T",0.051,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-09092019-W","NITROGEN, NITRITE",2019-09-09 09:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-09092019-W","Orthophosphate as Phosphorus, Dissolved",2019-09-09 09:00:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-09092019-W","PHOSPHORUS, TOTAL (AS P)",2019-09-09 09:00:00,"7723-14-0","T",0.0066,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-09242019-W","Chlorophyll A",2019-09-24 09:00:00,"479-61-8","T",0.873,"ug/l",NA,"ug/l",0.038,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-09242019-W","Nitrate+Nitrite as Nitrogen",2019-09-24 09:00:00,"NO3NO2N","T",0.06,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-09242019-W","Nitrogen",2019-09-24 09:00:00,"7727-37-9","T",NA,"mg/l",NA,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-09242019-W","Nitrogen, ammonia (As N)",2019-09-24 09:00:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","R","Analyte was analyzed for but not detected ; Precision error"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-09242019-W","NITROGEN, KJELDAHL, TOTAL",2019-09-24 09:00:00,"KN","T",0.21,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-09242019-W","NITROGEN, NITRATE (AS N)",2019-09-24 09:00:00,"14797-55-8","T",0.06,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-09242019-W","NITROGEN, NITRITE",2019-09-24 09:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-09242019-W","Orthophosphate as Phosphorus, Dissolved",2019-09-24 09:00:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-09242019-W","PHOSPHORUS, TOTAL (AS P)",2019-09-24 09:00:00,"7723-14-0","T",0.0097,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-10102019-WS","Chlorophyll A",2019-10-10 12:00:00,"479-61-8","T",0.472,"ug/l",NA,"ug/l",0.08,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-10102019-WS","Nitrate+Nitrite as Nitrogen",2019-10-10 12:00:00,"NO3NO2N","T",0.0354,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-10102019-WS","Nitrogen",2019-10-10 12:00:00,"7727-37-9","T",NA,"mg/l",NA,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-10102019-WS","Nitrogen, ammonia (As N)",2019-10-10 12:00:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","R","Analyte was analyzed for but not detected ; Precision error"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-10102019-WS","NITROGEN, KJELDAHL, TOTAL",2019-10-10 12:00:00,"KN","T",0.25,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-10102019-WS","NITROGEN, NITRATE (AS N)",2019-10-10 12:00:00,"14797-55-8","T",0.035,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-10102019-WS","NITROGEN, NITRITE",2019-10-10 12:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-10102019-WS","Orthophosphate as Phosphorus, Dissolved",2019-10-10 12:00:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-10102019-WS","PHOSPHORUS, TOTAL (AS P)",2019-10-10 12:00:00,"7723-14-0","T",0.0066,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-10222019-W","Chlorophyll A",2019-10-22 11:00:00,"479-61-8","T",0.47,"ug/l",NA,"ug/l",0.038,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-10222019-W","Nitrate+Nitrite as Nitrogen",2019-10-22 11:00:00,"NO3NO2N","T",0.0502,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-10222019-W","Nitrogen",2019-10-22 11:00:00,"7727-37-9","T",NA,"mg/l",NA,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-10222019-W","Nitrogen, ammonia (As N)",2019-10-22 11:00:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-10222019-W","NITROGEN, KJELDAHL, TOTAL",2019-10-22 11:00:00,"KN","T",0.21,"mg/l",0.1,"mg/l",0.1,"","R","Equipment Blank error ; Precision error"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-10222019-W","NITROGEN, NITRATE (AS N)",2019-10-22 11:00:00,"14797-55-8","T",0.05,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-10222019-W","NITROGEN, NITRITE",2019-10-22 11:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-10222019-W","Orthophosphate as Phosphorus, Dissolved",2019-10-22 11:00:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-10222019-W","PHOSPHORUS, TOTAL (AS P)",2019-10-22 11:00:00,"7723-14-0","T",0.006,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-11062019-W","Chlorophyll A",2019-11-06 09:00:00,"479-61-8","T",0.286,"ug/l",NA,"ug/l",0.038,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-11062019-W","Nitrate+Nitrite as Nitrogen",2019-11-06 09:00:00,"NO3NO2N","T",0.0727,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-CANW-72.3","12-CANW-72.3-11062019-W","Nitrogen",2019-11-06 09:00:00,"7727-37-9","T",NA,"mg/l",NA,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected"
