"EVENT_ID","SITE_ID","COLL_DATE","CREW","TEMP","PERCENT_SAT","DO","COND","SALINITY","PH","Chl_ugL","Chl_RFU","PC_ugL","PC_RFU","WATER_CHEM_COLLECT","CHEM_SAMP_LOC","EQUIP_USED","LANDUSE","W_DEPTH","W_WIDTH","CUR_SPD","CANOPY","ALGAE_D","ALGAE_S","ALGAE_FIL","BOTTOM_TYPE","DOM_SUBSTRATE","Project_name","SiteID","sys_sample_code","SDG","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date","sample_date2","Project"
"07-SCKR-0.1_2019-06-19","07-SCKR-0.1",2019-06-19,"Prestigiacomo,Lemley,Other","18.2","91.2","8.59","535","0.26","8.14",4.65,"1.2","0.04","0.08","X","Waded","Depth_Integrated",NA,"0.25","6","31","80","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-SCKR-0.1","07-SCHR-0.1-06192019-W","R1905658","Chlorophyll A",2019-06-19 08:00:00,"479-61-8","T",2.02,"ug/l",NA,"ug/l",0.15,NA,"A",NA,2020-02-25,2019-06-19,"Finger Lakes Adv Mon"
"07-SKAT_T2-0.1_2019-08-14","07-SKAT_T2-0.1",2019-08-14,"Other,Onion","19","91.5","8.47","525","0.25","8.02",6.28,"1.64","0.15","0.13","X","Waded","Depth_Integrated","Residential","0.1","3.5","45.7","-9999","40",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","07-SKAT_T2-0.1","07-SKAT_T2-0.1-08142019-WS","R1907829","Chlorophyll A",2019-08-14 09:31:00,"479-61-8","T",3.03,"ug/l",NA,"ug/l",0.2,NA,"A",NA,2020-02-25,2019-08-14,"Finger Lakes Adv Mon"
"07-SKAT_T5-0.1_2019-08-14","07-SKAT_T5-0.1",2019-08-14,"Onion,Other","17.6","91.9","8.75","526","0.26","8.1",1.9,"0.55","0.02","0.03","X","Waded","Bottle","Residential","0.1","1","6.1","60","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-SKAT_T5-0.1","07-SKAT_T5-0.1-08142019-WS","R1907829","Chlorophyll A",2019-08-14 10:22:00,"479-61-8","T",0.467,"ug/l",NA,"ug/l",0.042,NA,"A",NA,2020-02-25,2019-08-14,"Finger Lakes Adv Mon"
"07-GROU-1.5_2019-08-14","07-GROU-1.5",2019-08-14,"Onion,Other","13.3","98.1","10.26","426.6","0.21","8.34",0,"0.03","0.06","0.06","X","Waded","Depth_Integrated","Residential","0.2","5","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","07-GROU-1.5","07-GROU-1.5-08142019-WS","R1907829","Chlorophyll A",2019-08-14 11:01:00,"479-61-8","T",0.473,"ug/l",NA,"ug/l",0.035,NA,"A",NA,2020-02-25,2019-08-14,"Finger Lakes Adv Mon"
"07-BSWP-0.1_2019-08-14","07-BSWP-0.1",2019-08-14,"Onion,Other","18.6","96.8","9.03","300.2","0.14","8.24",2.4,"0.71","0.1","0.11","X","Waded","Depth_Integrated","Residential","0.2","3","19.8","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","07-BSWP-0.1","07-RSWP-0.1-08142019-WS","R1907829","Chlorophyll A",2019-08-14 11:54:00,"479-61-8","T",0.655,"ug/l",NA,"ug/l",0.041,NA,"A",NA,2020-02-25,2019-08-14,"Finger Lakes Adv Mon"
"07-SKAT_T89-0.2_2019-08-14","07-SKAT_T89-0.2",2019-08-14,"Onion,Other","19.7","99.2","9.06","590","0.29","8.12",3.05,"0.83","0.13","0.13","X","Waded","Depth_Integrated","Forest","0.2","3","18.2","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","07-SKAT_T89-0.2","07-SKAT_T89-0.2-08142019-WS","R1907829","Chlorophyll A",2019-08-14 12:42:00,"479-61-8","T",1.28,"ug/l",NA,"ug/l",0.086,NA,"A",NA,2020-02-25,2019-08-14,"Finger Lakes Adv Mon"
"07-SKAT_T93a-0.5_2019-08-14","07-SKAT_T93a-0.5",2019-08-14,"Onion,Other","22.2","86.1","7.49","449.1","0.22","7.9",7.28,"2","7.64","1.92","N",NA,NA,"Residential","0.1","2","2.1","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","07-SKAT_T93a-0.5","07-SKAT_T93A-0.5-08142019-WS","R1907829","Chlorophyll A",2019-08-14 13:28:00,"479-61-8","T",5.8,"ug/l",NA,"ug/l",0.37,NA,"A",NA,2020-02-25,2019-08-14,"Finger Lakes Adv Mon"
"07-REED-0.1_2019-08-14","07-REED-0.1",2019-08-14,"Onion","21.5","84.6","7.46","852","0.42","8.09",2.11,"0.66","0.06","0.06","X","Waded","Depth_Integrated","Forest","0.1","2","3","50","0","N","X",NA,NA,"Chlorophyll pull 2020-02-25","07-REED-0.1","07-REED-0.1-08142019-WS","R1907829","Chlorophyll A",2019-08-14 15:07:00,"479-61-8","T",0.892,"ug/l",NA,"ug/l",0.04,NA,"A",NA,2020-02-25,2019-08-14,"Finger Lakes Adv Mon"
"07-CTLE-0.1_2019-08-14","07-CTLE-0.1",2019-08-14,"Onion,Other","20.4","93.1","8.38","994","0.49","8.21",2.55,"0.68","0.07","0.07","X","Waded","Depth_Integrated","Commercial","0.1","1","15","0","0","N","X",NA,NA,"Chlorophyll pull 2020-02-25","07-CTLE-0.1","07-MASH-0.1-08142019-WS","R1907829","Chlorophyll A",2019-08-14 15:59:00,"479-61-8","T",0.417,"ug/l",NA,"ug/l",0.039,NA,"A",NA,2020-02-25,2019-08-14,"Finger Lakes Adv Mon"
"07-KEUK-0.1_2019-08-15","07-KEUK-0.1",2019-08-15,"Onion,Other","20.2","99.3","8.99","489.7","0.24","8.04",3.42,"0.85","0.18","0.25","X","Waded","Depth_Integrated","Residential","0.3","10","13","-9999","-9999","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-KEUK-0.1","07-KEUK-0.1-08152019-WS","R1907829","Chlorophyll A",2019-08-15 08:34:00,"479-61-8","T",1.25,"ug/l",NA,"ug/l",0.08,NA,"A",NA,2020-02-25,2019-08-15,"Finger Lakes Adv Mon"
"07-BGST-0.1_2019-08-15","07-BGST-0.1",2019-08-15,"Onion,Other","19.1","106.5","9.84","567","0.28","8.69",2.4,"0.65","0.2","0.2","X","Waded","Depth_Integrated","Residential","0.2","10","9","-9999","-9999","N","N",NA,NA,"Chlorophyll pull 2020-02-25","07-BGST-0.1","07-BGST-0.1-08152019-WS","R1907829","Chlorophyll A",2019-08-15 10:05:00,"479-61-8","T",3.94,"ug/l",NA,"ug/l",0.18,NA,"A",NA,2020-02-25,2019-08-15,"Finger Lakes Adv Mon"
"07-GLNK-0.2_2019-08-15","07-GLNK-0.2",2019-08-15,"Onion,Other","20.6","104.1","9.35","361.2","0.17","8.61",2.33,"0.74","0.2","0.26","X","Waded","Depth_Integrated","Residential","0.1","10","5","-9999","0","N","X",NA,NA,"Chlorophyll pull 2020-02-25","07-GLNK-0.2","07-GLNK-0.2-08152019-WS","R1907829","Chlorophyll A",2019-08-15 11:40:00,"479-61-8","T",1.33,"ug/l",NA,"ug/l",0.082,NA,"A",NA,2020-02-25,2019-08-15,"Finger Lakes Adv Mon"
"07-THOL-1.8_2019-08-15","07-THOL-1.8",2019-08-15,"Onion,Other","19.2","97.2","8.96","412.5","0.2","8.14",0.05,"0.05","0.02","0.01","X","Waded","Depth_Integrated","Forest","-9999","-9999","-9999","60","0","N","X",NA,NA,"Chlorophyll pull 2020-02-25","07-THOL-1.8","07-THOL-1.8-08152019-WS","R1907829","Chlorophyll A",2019-08-15 15:15:00,"479-61-8","T",1.5,"ug/l",NA,"ug/l",0.16,NA,"A",NA,2020-02-25,2019-08-15,"Finger Lakes Adv Mon"
"07-CATH-0.6_2019-08-15","07-CATH-0.6",2019-08-15,"Onion,Other","22.8","118.6","10.19","561","0.27","8.47",1.49,"0.46","0.04","0.04","X","Waded","Depth_Integrated","Forest","0.15","10","15","40","0","N","X",NA,NA,"Chlorophyll pull 2020-02-25","07-CATH-0.6","07-CATH-0.6-08152019-WS","R1907829","Chlorophyll A",2019-08-15 13:07:00,"479-61-8","T",0.741,"ug/l",NA,"ug/l",0.04,NA,"A",NA,2020-02-25,2019-08-15,"Finger Lakes Adv Mon"
"10-HALF-0.1_2019-07-02","10-HALF-0.1",2019-07-02,"Stoll,Other","21.8","94.4","8.27","416.4","0.2","8.04",0.6,"0.11","0.04","0.07","X","Waded","Pole_Grab","Residential","-9999","-9999","-9999","-9999","-9999","N","N",NA,NA,"Chlorophyll pull 2020-02-25","10-HALF-0.1","10-HALF-0.1-07022019-W","R1906233","Chlorophyll A",2019-07-02 09:45:00,"479-61-8","T",1.15,"ug/l",NA,"ug/l",0.065,NA,"A",NA,2020-02-25,2019-07-02,"Halfway Cr RAS"
"10-HALF-0.2_2019-07-02","10-HALF-0.2",2019-07-02,"Stoll,Moss","21.9","96.9","8.48","411.4","0.2","8.07",0.63,"0.14","0","0","X","Waded","Pole_Grab","Residential","-9999","-9999","-9999","-9999","-9999","N","N",NA,NA,"Chlorophyll pull 2020-02-25","10-HALF-0.2","10-HALF-0.2-07022019-W","R1906233","Chlorophyll A",2019-07-02 10:30:00,"479-61-8","T",0.999,"ug/l",NA,"ug/l",0.062,NA,"A",NA,2020-02-25,2019-07-02,"Halfway Cr RAS"
"10-HALF-0.3_2019-07-02","10-HALF-0.3",2019-07-02,"Stoll,Moss","21.9","99.4","8.7","410.1","0.2","8.13",0.6,"0.13","0.03","0.06","X","Waded","Pole_Grab","Residential","-9999","-9999","-9999","-9999","-9999","N","N",NA,NA,"Chlorophyll pull 2020-02-25","10-HALF-0.3","10-HALF-0.3-07022019-W","R1906233","Chlorophyll A",2019-07-02 11:00:00,"479-61-8","T",1.27,"ug/l",NA,"ug/l",0.055,NA,"A",NA,2020-02-25,2019-07-02,"Halfway Cr RAS"
"10-HALF_T1-0.1_2019-07-02","10-HALF_T1-0.1",2019-07-02,"Stoll,Moss","22.1","87.6","7.58","525","0.27","7.98",1.35,"0.34","0.05","0.08","X","Waded","Pole_Grab","Residential","-9999","-9999","-9999","-9999","-9999","N","N",NA,NA,"Chlorophyll pull 2020-02-25","10-HALF_T1-0.1","10-HALF_T1-0.1-07022019-W","R1906233","Chlorophyll A",2019-07-02 11:30:00,"479-61-8","T",1.62,"ug/l",NA,"ug/l",0.083,NA,"A",NA,2020-02-25,2019-07-02,"Halfway Cr RAS"
"10-HALF-1.4_2019-07-02","10-HALF-1.4",2019-07-02,"Stoll,Moss","21.6","92.1","8.1","414.4","0.2","7.94",0.7,"0.2","0.05","0.08","X","Waded","Pole_Grab","Residential","-9999","-9999","-9999","-9999","-9999","N","N",NA,NA,"Chlorophyll pull 2020-02-25","10-HALF-1.4","10-HALF-1.4-07022019-W","R1906233","Chlorophyll A",2019-07-02 12:00:00,"479-61-8","T",1.16,"ug/l",NA,"ug/l",0.061,NA,"A",NA,2020-02-25,2019-07-02,"Halfway Cr RAS"
"10-HALF-0.1_2019-08-05","10-HALF-0.1",2019-08-05,"Rizzo,Stoll","21.1","97.6","8.68","544","0.26","8.08",3,"0.78","0.21","0.21","X","Waded","Pole_Grab","Residential","-9999","-9999","-9999","30","40","N","N",NA,NA,"Chlorophyll pull 2020-02-25","10-HALF-0.1","10-HALF-0.1-08052019-W","R1907352","Chlorophyll A",2019-08-05 09:00:00,"479-61-8","T",18.6,"ug/l",NA,"ug/l",0.54,NA,"A",NA,2020-02-25,2019-08-05,"Halfway Cr RAS"
"10-HALF-0.2_2019-08-05","10-HALF-0.2",2019-08-05,"Rizzo,Stoll","20.9","106.9","9.54","548","0.27","8.23",1.6,"0.4","0.06","0.06","X","Waded","Pole_Grab","Residential","-9999","-9999","-9999","0","0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","10-HALF-0.2","10-HALF-0.2-08052019-W","R1907352","Chlorophyll A",2019-08-05 09:30:00,"479-61-8","T",1.08,"ug/l",NA,"ug/l",0.041,NA,"A",NA,2020-02-25,2019-08-05,"Halfway Cr RAS"
"10-HALF_T1-0.1_2019-08-05","10-HALF_T1-0.1",2019-08-05,"Rizzo,Stoll","20.1","76.2","6.94","718","0.35","7.89",8,"1.9","0.37","0.37","X","Waded","Pole_Grab","Agriculture","-9999","-9999","-9999","40","0","N","X",NA,NA,"Chlorophyll pull 2020-02-25","10-HALF_T1-0.1","10-HALF_T1-0.1-08052019-W","R1907352","Chlorophyll A",2019-08-05 10:20:00,"479-61-8","T",23.3,"ug/l",NA,"ug/l",2.2,NA,"A",NA,2020-02-25,2019-08-05,"Halfway Cr RAS"
"10-HALF-0.3_2019-08-05","10-HALF-0.3",2019-08-05,"Rizzo,Stoll","20.6","108.3","9.72","548","0.27","8.25",3.64,"0.94","0.21","0.21","X","Waded","Pole_Grab","Agriculture","-9999","-9999","-9999","40","20","N","N",NA,NA,"Chlorophyll pull 2020-02-25","10-HALF-0.3","10-HALF-0.3-08052019-W","R1907352","Chlorophyll A",2019-08-05 10:00:00,"479-61-8","T",1.45,"ug/l",NA,"ug/l",0.081,NA,"A",NA,2020-02-25,2019-08-05,"Halfway Cr RAS"
"10-HALF-1.4_2019-08-05","10-HALF-1.4",2019-08-05,"Rizzo,Stoll","20.6","99.4","8.92","551","0.27","8.15",1.78,"0.44","0.02","0.02","X","Waded","Bottle","Agriculture","-9999","-9999","-9999","30","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","10-HALF-1.4","10-HALF-1.4-08052019-W","R1907352","Chlorophyll A",2019-08-05 10:45:00,"479-61-8","T",2.22,"ug/l",NA,"ug/l",0.087,NA,"A",NA,2020-02-25,2019-08-05,"Halfway Cr RAS"
"12-MOHK-24.0_2019-07-11","12-MOHK-24.0",2019-07-11,"Smith_AJ,Schnore,Conine","26.4","104.3","8.4","284","0.13","8.34",4.6,"1.1","0.13","0.13","X","Boat","Kemmerer","Residential","-5","-5","-5","-5","-5","X","X",NA,NA,"Chlorophyll pull 2020-02-25","12-MOHK-24.0","12-MOHK-24-07112019-W","R1906570","Chlorophyll A",2019-07-11 09:00:00,"479-61-8","T",5.72,"ug/l",NA,"ug/l",0.41,NA,"A",NA,2020-02-25,2019-07-11,"Mohawk - DBP"
"12-MOHK-17.3_2019-07-11","12-MOHK-17.3",2019-07-11,"Conine,Smith_AJ,Schnore","26.5","107","8.6","300","0.14","8.2",8.1,"2.3","0.43","0.4","X","Boat","Kemmerer",NA,"-5","-5","-5","-5","-5",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","12-MOHK-17.3","12-MOHK-17.3-07112019-W","R1906570","Chlorophyll A",2019-07-11 10:00:00,"479-61-8","T",7.04,"ug/l",NA,"ug/l",0.42,NA,"A",NA,2020-02-25,2019-07-11,"Mohawk - DBP"
"12-MOHK-13.4_2019-07-11","12-MOHK-13.4",2019-07-11,"Schnore,Smith_AJ,Conine","27","132.8","10.55","286.4","0.13","8.62",22.2,"5.5","0.86","0.88","X","Boat","Kemmerer","Residential","-5","-5","-5","0","-5","N",NA,NA,NA,"Chlorophyll pull 2020-02-25","12-MOHK-13.4","12-MOHK-13.4-07112019-W","R1906570","Chlorophyll A",2019-07-11 13:30:00,"479-61-8","T",20,"ug/l",NA,"ug/l",0.86,NA,"A",NA,2020-02-25,2019-07-11,"Mohawk - DBP"
"12-MOHK-1.5_2019-07-11","12-MOHK-1.5",2019-07-11,"Conine,Smith_AJ,Schnore","26.7","104","8.3","278","0.13","8.2",6.9,"1.7","0.2","0.21","X","Boat","Kemmerer","Residential","-5","-5","-5",NA,NA,NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","12-MOHK-1.5","12-MOHK-1.5-07112019-W","R1906570","Chlorophyll A",2019-07-11 14:45:00,"479-61-8","T",5.6,"ug/l",NA,"ug/l",0.38,NA,"A",NA,2020-02-25,2019-07-11,"Mohawk - DBP"
"11-UHUD-2.7_2019-08-06","11-UHUD-2.7",2019-08-06,"Conine,Nichols,Schnore","26.3","102.2","8.24","211.3","0.1","8.27",3.14,"0.8","0.53","0.51","X","Bridge","Kemmerer",NA,"-9999","-9999","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","11-UHUD-2.7","11-UHUD-2.7-08062019-W","R1907351","Chlorophyll A",2019-08-06 10:15:00,"479-61-8","T",10.6,"ug/l",NA,"ug/l",0.46,NA,"A",NA,2020-02-25,2019-08-06,"Mohawk - DBP"
"12-MOHK-1.5_2019-08-06","12-MOHK-1.5",2019-08-06,"Conine,Nichols,Schnore","25.8","88","7.15","371.5","0.18","7.95",0.92,"0.26","0.04","0.01","X","Boat","Kemmerer",NA,"-9999","-9999","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","12-MOHK-1.5","12-MOHK-1.5-08062019-W","R1907351","Chlorophyll A",2019-08-06 11:30:00,"479-61-8","T",4.51,"ug/l",NA,"ug/l",0.18,NA,"A",NA,2020-02-25,2019-08-06,"Mohawk - DBP"
"12-MOHK-13.4_2019-08-06","12-MOHK-13.4",2019-08-06,"Conine,Schnore,Nichols","25.1","97.5","8.01","369.4","0.18","8.23",3.54,"0.9","0.18","0.15","X","Boat","Kemmerer","Residential","-9999","-9999","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","12-MOHK-13.4","12-MOHK-13.4-08062019-W","R1907351","Chlorophyll A",2019-08-06 09:00:00,"479-61-8","T",13.7,"ug/l",NA,"ug/l",0.48,NA,"A",NA,2020-02-25,2019-08-06,"Mohawk - DBP"
"12-MOHK-17.3_2019-08-05","12-MOHK-17.3",2019-08-05,"Conine,Schnore,Nichols","27.6","98.8","7.79","364.6","0.17","8.19",4.02,"1.09","0.15","0.13","X","Bridge","Kemmerer","Residential","-9999","-9999","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","12-MOHK-17.3","12-MOHK-17.3-08052019-W","R1907351","Chlorophyll A",2019-08-05 13:00:00,"479-61-8","T",10.9,"ug/l",NA,"ug/l",0.42,NA,"A",NA,2020-02-25,2019-08-05,"Mohawk - DBP"
"12-MOHK-24.0_2019-08-05","12-MOHK-24.0",2019-08-05,"Schnore,Nichols,Conine","24.9","92.7","7.66","342.6","0.16","8.16",2.07,"2.55","0.2","0.18","X","Boat","Kemmerer","Residential","-9999","-9999","-9999","0","30","N","X",NA,NA,"Chlorophyll pull 2020-02-25","12-MOHK-24.0","12-MOHK-24-08052019-W","R1907351","Chlorophyll A",2019-08-05 09:00:00,"479-61-8","T",3.54,"ug/l",NA,"ug/l",0.16,NA,"A",NA,2020-02-25,2019-08-05,"Mohawk - DBP"
"12-MOHK-24.0_2019-08-19","12-MOHK-24.0",2019-08-19,"Nichols,Schnore,Conine,Other","24.3","100.3","8.39","336.4","0.16","7.67",1.03,"0.24","0.02","-0.01","X","Boat","Kemmerer","Residential","-9999","-9999","-9999","0","40","N","N",NA,NA,"Chlorophyll pull 2020-02-25","12-MOHK-24.0","12-MOHK-24-08192019-W","R1907920","Chlorophyll A",2019-08-19 09:00:00,"479-61-8","T",1.01,"ug/l",NA,"ug/l",0.078,NA,"R","Equipment Blank error",2020-02-25,2019-08-19,"Mohawk - DBP"
"12-MOHK-17.3_2019-08-19","12-MOHK-17.3",2019-08-19,"Conine,Schnore,Nichols","24.9","97.7","8.08","338.4","0.16","7.86",1.18,"0.28","0.1","0.07","X","Bridge","Kemmerer",NA,"-9999","-9999","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","12-MOHK-17.3","12-MOHK-17.3-08192019-W","R1907920","Chlorophyll A",2019-08-19 10:00:00,"479-61-8","T",3.3,"ug/l",NA,"ug/l",0.089,NA,"J","estimated value due to Equipment Blank error",2020-02-25,2019-08-19,"Mohawk - DBP"
"12-MOHK-13.4_2019-08-19","12-MOHK-13.4",2019-08-19,"Nichols,Schnore,Conine","25.6","95.7","7.81","312","0.15","7.79",2.4,"0.58","0.09","0.02","X","Boat","Kemmerer",NA,"-9999","-9999","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","12-MOHK-13.4","12-MOHK-13.4-08192019-W","R1907920","Chlorophyll A",2019-08-19 11:00:00,"479-61-8","T",3.4,"ug/l",NA,"ug/l",0.16,NA,"J","estimated value due to Equipment Blank error",2020-02-25,2019-08-19,"Mohawk - DBP"
"12-MOHK-1.5_2019-08-19","12-MOHK-1.5",2019-08-19,"Nichols,Schnore,Conine","25.7","95.7","7.8","343.2","0.16","7.76",2.26,"0.56","0.16","0.15","X","Boat","Kemmerer",NA,"-9999","-9999","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","12-MOHK-1.5","12-MOHK-1.5-08192019-W","R1907920","Chlorophyll A",2019-08-19 12:00:00,"479-61-8","T",5.13,"ug/l",NA,"ug/l",0.44,NA,"A",NA,2020-02-25,2019-08-19,"Mohawk - DBP"
"11-UHUD-2.7_2019-08-19","11-UHUD-2.7",2019-08-19,"Schnore,Conine,Nichols,Other","26.3","98.4","7.93","197","0.09","7.77137",1.37,"0.35","0.07","0.04","X","Bridge","Kemmerer","Residential","-9999","-9999","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","11-UHUD-2.7","11-UHUD-2.7-08192019-W","R1907920","Chlorophyll A",2019-08-19 13:15:00,"479-61-8","T",2.26,"ug/l",NA,"ug/l",0.074,NA,"J","estimated value due to Equipment Blank error",2020-02-25,2019-08-19,"Mohawk - DBP"
"12-MOHK-24.0_2019-09-04","12-MOHK-24.0",2019-09-04,"Nichols,Conine","21.4","101.7","8.95","318.4","0.15","7.73",0.7,"0.18","0.08","0.05","X","Boat","Kemmerer",NA,"-9999","-9999","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","12-MOHK-24.0","12-MOHK-24-09042019-W","R1908572","Chlorophyll A",2019-09-04 09:20:00,"479-61-8","T",0.873,"ug/l",NA,"ug/l",0.08,NA,"A",NA,2020-02-25,2019-09-04,"Mohawk - DBP"
"12-MOHK-17.3_2019-09-04","12-MOHK-17.3",2019-09-04,"Conine,Nichols","22.2","99.5","8.66","300.7","0.14","7.76",0.77,"0.18","0.01","-0.01","X","Bridge","Kemmerer",NA,"-9999","-9999","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","12-MOHK-17.3","12-MOHK-17.3-09042019-W","R1908572","Chlorophyll A",2019-09-04 10:30:00,"479-61-8","T",0.846,"ug/l",NA,"ug/l",0.047,NA,"A",NA,2020-02-25,2019-09-04,"Mohawk - DBP"
"11-UHUD-2.7_2019-09-04","11-UHUD-2.7",2019-09-04,"Conine,Nichols","23.6","102.4","8.67","216.9","0.1","7.87",2.61,"0.63","0.28","0.24","X","Bridge","Kemmerer",NA,"-9999","-9999","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","11-UHUD-2.7","11-UHUD-2.7-09042019-W","R1908572","Chlorophyll A",2019-09-04 15:30:00,"479-61-8","T",4.41,"ug/l",NA,"ug/l",0.18,NA,"A",NA,2020-02-25,2019-09-04,"Mohawk - DBP"
"12-MOHK-1.5_2019-09-04","12-MOHK-1.5",2019-09-04,"Conine,Nichols","22.5","92.6","8","320.6","0.15","7.68",1.26,"0.3","0.03","0.01","X","Boat","Kemmerer",NA,"-9999","-9999","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","12-MOHK-1.5","12-MOHK-1.5-09042019-W","R1908572","Chlorophyll A",2019-09-04 14:15:00,"479-61-8","T",1.16,"ug/l",NA,"ug/l",0.16,NA,"A",NA,2020-02-25,2019-09-04,"Mohawk - DBP"
"12-MOHK-13.4_2019-09-04","12-MOHK-13.4",2019-09-04,"Conine,Nichols","21.9","95.7","8.37","310.4","0.15","7.7",0.91,"0.21","-0.2","-0.5","X","Boat","Kemmerer",NA,"-9999","-9999","-9999","-9999","-9999",NA,NA,NA,NA,"Chlorophyll pull 2020-02-25","12-MOHK-13.4","12-MOHK-13.4-09042019-W","R1908572","Chlorophyll A",2019-09-04 12:45:00,"479-61-8","T",1.78,"ug/l",NA,"ug/l",0.042,NA,"A",NA,2020-02-25,2019-09-04,"Mohawk - DBP"
"13-RUTG-1.5_2019-06-25","13-RUTG-1.5",2019-06-25,"Lemley,Smith_Z,Other","22","105.3","9.21","313.9","0.15","7.96",2.29,"0.61","0.01","-0.01","X","Waded","Depth_Integrated","Agriculture","1","18","30","70","10","N","X",NA,NA,"Chlorophyll pull 2020-02-25","13-RUTG-1.5","13-RUTG-1.5-06252019-W","R1905963","Chlorophyll A",2019-06-25 13:30:00,"479-61-8","T",0.91,"ug/l",NA,"ug/l",0.12,NA,"A",NA,2020-02-25,2019-06-25,"Wallkill RAS"
"13-TINW-0.5_2019-06-25","13-TINW-0.5",2019-06-25,"Lemley,Smith_Z,Other","20","92.4","8.4","325","0.16","7.69",2.48,"0.63","0.03","0.05","X","Waded","Depth_Integrated","Forest","0.25","9","40","60","0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","13-TINW-0.5","13-TINW-0.5-06252019-W","R1905963","Chlorophyll A",2019-06-25 12:00:00,"479-61-8","T",1.97,"ug/l",NA,"ug/l",0.11,NA,"A",NA,2020-02-25,2019-06-25,"Wallkill RAS"
"13-PKIL-0.4_2019-06-26","13-PKIL-0.4",2019-06-26,"Lemley,Other,Smith_Z","21.3","102","9.03","444.5","0.21","8.07",1.2,"0.28","0","0.02","X","Waded","Depth_Integrated","Forest","0.6","9","20","50","40","N","N",NA,NA,"Chlorophyll pull 2020-02-25","13-PKIL-0.4","13-PKIL-0.4-06262019-W","R1905963","Chlorophyll A",2019-06-26 12:00:00,"479-61-8","T",0.97,"ug/l",NA,"ug/l",0.15,NA,"A",NA,2020-02-25,2019-06-26,"Wallkill RAS"
"13-POCH-1.8_2019-06-25","13-POCH-1.8",2019-06-25,"Smith_Z,Other,Lemley","22.1","86.8","7.56","405.9","0.19","7.51",1.85,"0.49","0","0.02","X","Waded","Depth_Integrated","Agriculture","1","20","45","10","10","N","X",NA,NA,"Chlorophyll pull 2020-02-25","13-POCH-1.8","13-POCH-1.8-06252019-W","R1905963","Chlorophyll A",2019-06-25 15:00:00,"479-61-8","T",2.02,"ug/l",NA,"ug/l",0.14,NA,"A",NA,2020-02-25,2019-06-25,"Wallkill RAS"
"13-WALK-60.1_2019-06-25","13-WALK-60.1",2019-06-25,"Lemley,Smith_Z,Other","22.6","76.6","6.61","439.2","0.21","7.28",3.85,"0.96","0.03","0.06","X","Dock","Pole_Grab","Forest","-9999","-9999","-9999","0","0","N","N",NA,NA,"Chlorophyll pull 2020-02-25","13-WALK-60.1","13-WALK-60.1-06252019-W","R1905963","Chlorophyll A",2019-06-25 16:00:00,"479-61-8","T",3.64,"ug/l",NA,"ug/l",0.2,NA,"A",NA,2020-02-25,2019-06-25,"Wallkill RAS"
"13-WALK-44.4_2019-06-26","13-WALK-44.4",2019-06-26,"Smith_Z,Other,Lemley","22.1","83.1","7.25","439.7","0.21","7.55",4.02,"0.98","0","0.01","X","Waded","Depth_Integrated","Forest","0.5","-9999","-9999","10","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","13-WALK-44.4","13-WALK-44.4-06262019-W","R1905963","Chlorophyll A",2019-06-26 08:30:00,"479-61-8","T",3.59,"ug/l",NA,"ug/l",0.2,NA,"A",NA,2020-02-25,2019-06-26,"Wallkill RAS"
